"load_datetime","Segment","Mode","Order_Type","Initial_Period","Institution","Interest_rate_am","Interest_rate_aa"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/11/2022 a 17/11/2022","BCO SANTANDER (BRASIL) S.A.","4.94","78.44"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/11/2022 a 17/11/2022","ITAÚ UNIBANCO S.A.","4.0","60.03"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/11/2022 a 17/11/2022","BCO BRADESCO S.A.","6.56","114.38"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/11/2022 a 17/11/2022","NU FINANCEIRA S.A. CFI","5.21","83.94"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/11/2022 a 17/11/2022","BCO C6 S.A.","3.55","52.03"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","10/11/2022 a 17/11/2022","BANCO PAN","2.87","40.38"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/11/2022 a 16/11/2022","CAIXA ECONOMICA FEDERAL","11.71","277.78"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/11/2022 a 16/11/2022","BCO DO BRASIL S.A.","14.12","388.06"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/11/2022 a 16/11/2022","BCO SANTANDER (BRASIL) S.A.","13.1","337.98"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/11/2022 a 16/11/2022","BCO ITAUCARD S.A.","13.36","350.32"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/11/2022 a 16/11/2022","BCO BRADESCO S.A.","13.76","369.54"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/11/2022 a 16/11/2022","BANCO BRADESCARD","18.78","688.91"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/11/2022 a 16/11/2022","NU FINANCEIRA S.A. CFI","13.15","340.45"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/11/2022 a 16/11/2022","BANCO INTER","13.94","378.54"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/11/2022 a 16/11/2022","BCO XP S.A.","4.84","76.32"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/11/2022 a 16/11/2022","BCO C6 S.A.","12.06","292.23"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","09/11/2022 a 16/11/2022","BANCO ORIGINAL","19.04","709.84"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/11/2022 a 16/11/2022","CAIXA ECONOMICA FEDERAL","2.19","29.61"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/11/2022 a 16/11/2022","BCO DO BRASIL S.A.","4.33","66.26"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/11/2022 a 16/11/2022","BCO SANTANDER (BRASIL) S.A.","4.94","78.42"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/11/2022 a 16/11/2022","ITAÚ UNIBANCO S.A.","4.26","64.98"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/11/2022 a 16/11/2022","BCO BRADESCO S.A.","6.52","113.45"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/11/2022 a 16/11/2022","NU FINANCEIRA S.A. CFI","5.18","83.24"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/11/2022 a 16/11/2022","BCO C6 S.A.","3.94","58.95"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","09/11/2022 a 16/11/2022","BANCO PAN","2.89","40.76"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/11/2022 a 14/11/2022","CAIXA ECONOMICA FEDERAL","11.69","276.77"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/11/2022 a 14/11/2022","BCO DO BRASIL S.A.","13.99","381.21"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/11/2022 a 14/11/2022","BCO SANTANDER (BRASIL) S.A.","13.14","340.04"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/11/2022 a 14/11/2022","BCO ITAUCARD S.A.","13.5","357.04"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/11/2022 a 14/11/2022","BCO BRADESCO S.A.","13.54","358.89"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/11/2022 a 14/11/2022","BANCO BRADESCARD","18.74","685.2"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/11/2022 a 14/11/2022","NU FINANCEIRA S.A. CFI","13.09","337.57"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/11/2022 a 14/11/2022","BANCO INTER","13.94","378.56"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/11/2022 a 14/11/2022","BCO XP S.A.","4.89","77.36"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/11/2022 a 14/11/2022","BCO C6 S.A.","12.05","291.57"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","08/11/2022 a 14/11/2022","BANCO ORIGINAL","18.91","699.33"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/11/2022 a 14/11/2022","CAIXA ECONOMICA FEDERAL","2.2","29.91"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/11/2022 a 14/11/2022","BCO DO BRASIL S.A.","4.35","66.66"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/11/2022 a 14/11/2022","BCO SANTANDER (BRASIL) S.A.","4.9","77.55"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/11/2022 a 14/11/2022","ITAÚ UNIBANCO S.A.","4.18","63.43"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/11/2022 a 14/11/2022","BCO BRADESCO S.A.","6.35","109.31"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/11/2022 a 14/11/2022","NU FINANCEIRA S.A. CFI","5.29","85.55"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/11/2022 a 14/11/2022","BCO C6 S.A.","3.68","54.36"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","08/11/2022 a 14/11/2022","BANCO PAN","2.93","41.47"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/11/2022 a 11/11/2022","CAIXA ECONOMICA FEDERAL","11.52","270.14"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/11/2022 a 11/11/2022","BCO DO BRASIL S.A.","14.06","385.07"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/11/2022 a 11/11/2022","BCO SANTANDER (BRASIL) S.A.","13.0","333.49"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/11/2022 a 11/11/2022","BCO ITAUCARD S.A.","13.37","350.74"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/11/2022 a 11/11/2022","BCO BRADESCO S.A.","13.53","358.65"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/11/2022 a 11/11/2022","BANCO BRADESCARD","18.76","686.94"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/11/2022 a 11/11/2022","NU FINANCEIRA S.A. CFI","12.73","321.31"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/11/2022 a 11/11/2022","BANCO INTER","13.82","372.55"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/11/2022 a 11/11/2022","BCO XP S.A.","4.86","76.75"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/11/2022 a 11/11/2022","BCO C6 S.A.","12.0","289.76"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","07/11/2022 a 11/11/2022","BANCO ORIGINAL","19.02","707.86"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/11/2022 a 11/11/2022","CAIXA ECONOMICA FEDERAL","2.2","29.84"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/11/2022 a 11/11/2022","BCO DO BRASIL S.A.","4.36","66.92"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/11/2022 a 11/11/2022","BCO SANTANDER (BRASIL) S.A.","4.82","75.94"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/11/2022 a 11/11/2022","ITAÚ UNIBANCO S.A.","4.13","62.48"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/11/2022 a 11/11/2022","BCO BRADESCO S.A.","6.38","110.08"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/11/2022 a 11/11/2022","NU FINANCEIRA S.A. CFI","5.35","86.9"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/11/2022 a 11/11/2022","BCO C6 S.A.","3.69","54.49"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","07/11/2022 a 11/11/2022","BANCO PAN","2.98","42.3"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/11/2022 a 10/11/2022","CAIXA ECONOMICA FEDERAL","11.5","269.3"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/11/2022 a 10/11/2022","BCO DO BRASIL S.A.","14.09","386.35"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/11/2022 a 10/11/2022","BCO SANTANDER (BRASIL) S.A.","12.99","332.9"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/11/2022 a 10/11/2022","BCO ITAUCARD S.A.","13.45","354.51"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/11/2022 a 10/11/2022","BCO BRADESCO S.A.","13.52","358.09"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/11/2022 a 10/11/2022","BANCO BRADESCARD","18.83","692.93"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/11/2022 a 10/11/2022","NU FINANCEIRA S.A. CFI","12.53","312.08"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/11/2022 a 10/11/2022","BANCO INTER","14.23","393.66"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/11/2022 a 10/11/2022","BCO XP S.A.","4.86","76.75"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/11/2022 a 10/11/2022","BCO C6 S.A.","12.0","289.76"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","04/11/2022 a 10/11/2022","BANCO ORIGINAL","19.01","707.48"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/11/2022 a 10/11/2022","CAIXA ECONOMICA FEDERAL","2.2","29.85"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/11/2022 a 10/11/2022","BCO DO BRASIL S.A.","4.37","67.01"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/11/2022 a 10/11/2022","BCO SANTANDER (BRASIL) S.A.","4.84","76.35"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/11/2022 a 10/11/2022","ITAÚ UNIBANCO S.A.","4.12","62.25"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/11/2022 a 10/11/2022","BCO BRADESCO S.A.","6.37","109.75"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/11/2022 a 10/11/2022","NU FINANCEIRA S.A. CFI","5.38","87.62"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/11/2022 a 10/11/2022","BCO C6 S.A.","3.61","53.12"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","04/11/2022 a 10/11/2022","BANCO PAN","3.04","43.23"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/11/2022 a 09/11/2022","CAIXA ECONOMICA FEDERAL","11.59","272.78"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/11/2022 a 09/11/2022","BCO DO BRASIL S.A.","13.68","366.05"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/11/2022 a 09/11/2022","BCO SANTANDER (BRASIL) S.A.","13.39","351.56"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/11/2022 a 09/11/2022","BCO ITAUCARD S.A.","13.07","336.9"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/11/2022 a 09/11/2022","BCO BRADESCO S.A.","12.89","328.29"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/11/2022 a 09/11/2022","BANCO BRADESCARD","18.75","686.22"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/11/2022 a 09/11/2022","NU FINANCEIRA S.A. CFI","12.5","310.93"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/11/2022 a 09/11/2022","BANCO INTER","14.23","393.44"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/11/2022 a 09/11/2022","BCO XP S.A.","4.8","75.54"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/11/2022 a 09/11/2022","BCO C6 S.A.","11.9","285.36"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","03/11/2022 a 09/11/2022","BANCO ORIGINAL","18.47","664.32"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/11/2022 a 09/11/2022","CAIXA ECONOMICA FEDERAL","2.17","29.43"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/11/2022 a 09/11/2022","BCO DO BRASIL S.A.","4.37","67.11"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/11/2022 a 09/11/2022","BCO SANTANDER (BRASIL) S.A.","4.9","77.59"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/11/2022 a 09/11/2022","ITAÚ UNIBANCO S.A.","4.13","62.46"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/11/2022 a 09/11/2022","BCO BRADESCO S.A.","6.4","110.4"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/11/2022 a 09/11/2022","NU FINANCEIRA S.A. CFI","5.42","88.5"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/11/2022 a 09/11/2022","BCO C6 S.A.","3.75","55.6"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","03/11/2022 a 09/11/2022","BANCO PAN","3.01","42.76"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/11/2022 a 08/11/2022","CAIXA ECONOMICA FEDERAL","11.7","277.29"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/11/2022 a 08/11/2022","BCO DO BRASIL S.A.","13.81","372.03"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/11/2022 a 08/11/2022","BCO SANTANDER (BRASIL) S.A.","13.31","348.11"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/11/2022 a 08/11/2022","BCO ITAUCARD S.A.","13.07","336.73"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/11/2022 a 08/11/2022","BCO BRADESCO S.A.","12.88","327.74"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/11/2022 a 08/11/2022","BANCO BRADESCARD","18.81","691.35"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/11/2022 a 08/11/2022","NU FINANCEIRA S.A. CFI","12.5","311.03"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/11/2022 a 08/11/2022","BANCO INTER","14.07","385.32"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/11/2022 a 08/11/2022","BCO XP S.A.","4.57","70.86"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/11/2022 a 08/11/2022","BCO C6 S.A.","12.14","295.56"
"2023-03-13 15:45:34.967961","Physical person","Cartão de crédito - rotativo total","Prefixed","01/11/2022 a 08/11/2022","BANCO ORIGINAL","18.2","643.48"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/11/2022 a 08/11/2022","CAIXA ECONOMICA FEDERAL","2.2","29.8"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/11/2022 a 08/11/2022","BCO DO BRASIL S.A.","4.37","67.15"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/11/2022 a 08/11/2022","BCO SANTANDER (BRASIL) S.A.","4.79","75.32"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/11/2022 a 08/11/2022","ITAÚ UNIBANCO S.A.","4.1","62.04"
"2023-03-13 15:45:34.967961","Physical person","Crédito pessoal não-consignado","Prefixed","01/11/2022 a 08/11/2022","BCO BRADESCO S.A.","6.4","110.58"
